"code","description","domain","grade","keywords","prerequisite","scope","level_A","level_B","level_C","level_D","level_E","competencies","common_misconceptions"
"[9국01-11]","듣기･말하기 과정을 점검하고 듣기･말하기의 어려움을 효과적으로 조정한다.","듣기·말하기","중학교","","","","듣기·말하기 방식과 과정을 지속적으로 점검하고 개선하며, 듣기·말하기 과정에서 발생하는 다양한 어려움을 효과적으로 조정할 수 있다.","듣기·말하기 방식과 과정을 점검하고, 듣기·말하기 과정에서 발생하는 어려움을 효과적으로 조정할 수 있다.","듣기·말하기 과정을 점검하고, 듣기·말하기 과정에서 발생하는 어려움을 조정할 수 있다.","듣기·말하기 과정을 점검하고 듣기·말하기의 어려움을 파악할 수 있다.","듣기·말하기 과정을 부분적으로 점검한다.","",""
"[9국02-01]","읽기는 사회· 문화적 맥락에서 의미를 구성하는 과정임을 이해하며 사회적 독서에 참여하고 사회적 독서 문화 형성에 기여한다.","읽기","중학교","","","","읽기가 사회･문화적 맥락에서 의미를 구성하는 과정임을 이해하고, 협력적으로 의미 구성하여 사회적 독서에 적극적으로 참여하며 사회적 독서 문화 형성에 기여할 수 있다.","","읽기가 사회･문화적 맥락에서 의미를 구성하는 과정임을 이해하고, 사회적 독서에 참여하며 사회적 독서 문화 형성에 기여할 수 있다.","","읽기가 사회･문화적 맥락에서 의미를 구성하는 과정임을 부분적으로 이해하고, 사회적 독서 활동에 제한적으로 참여한다.","",""
"[9국02-02]","읽기 목적과 글의 구조를 고려하며 글을 효과적으로 요약한다.","읽기","중학교","","","","요약하기 원리와 방법에 대한 이해를 바탕으로, 글의 구조를 고려하며 읽기 목적에 맞게 중심 내용을 파악하고 효과적으로 요약할 수 있다.","요약하기 원리와 방법에 대한 이해를 바탕으로 글의 구조를 고려하며 읽기 목적에 맞게 중심 내용을 파악하고 요약할 수 있다.","글의 구조를 고려하며 읽기 목적에 맞게 중심 내용을 파악하고 요약할 수 있다","글의 구조와 읽기 목적을 부분적으로 고려하며 글을 요약할 수 있다.","글의 구조를 부분적으로 고려하며 글을 요약한다.","",""
"[9국02-03]","독자의 배경지식과 글에 나타난 정보 등을 활용하여 글에 드러나지 않은 의도나 관점을 추론하며 읽는다.","읽기","중학교","","","","독자의 배경지식과 글의 문맥이나 정보 등을 적극적으로 활용하여 글에 드러나지 않은 필자의 의도나 관점을 적절하게 추론하며 읽을 수 있다.","독자의 배경지식과 글의 문맥이나 정보 등을 활용하여 글에 드러나지 않은 필자의 의도나 관점을 추론하며 읽을 수 있다.","독자의 배경지식과 글에 나타난 정보 등을 활용하여 글에 드러나지 않은 내용을 추론하며 읽을 수 있다.","독자의 배경지식이나 글에 나타난 정보를 활용하여 글에 드러나지 않은 내용을 부분적으로 추론하며 읽을 수 있다.","독자의 배경지식이나 글에 나타난 단서 정보를 제한적으로 활용하며 글에 드러나지 않은 내용은 부분적으로 추론하며 읽는다.","",""
"[9국02-04]","복합양식으로 구성된 글이나 자료의 내용 타당성과 신뢰성, 표현 방법의 적절성을 평가하며 읽는다.","읽기","중학교","","","","복합양식의 글이나 자료를 읽을 때, 작성 맥락을 고려하여 내용 타당성과 신뢰성을 평가할 수 있고, 복합양식적 특성과 전달 효과를 고려하여 표현 방법의 적절성을 평가할 수 있다.","복합양식의 글이나 자료를 읽을 때, 내용 타당성과 신뢰성을 평가할 수 있고, 복합양식적 특성이나 전달 효과를 고려하여 표현 방법의 적절성을 평가할 수 있다.","복합양식의 글이나 자료를 읽을 때, 내용 타당성과 신뢰성, 표현 방법의 적절성을 평가할 수 있다.","복합양식의 글이나 자료를 읽을 때, 내용 타당성과 신뢰성, 표현 방법의 적절성을 부분적으로 평가할 수 있다.","복합양식의 글이나 자료를 읽을 때, 내용이나 표현 방법을 제한적으로 평가한다.","",""
"[9국02-05]","글에 사용된 다양한 설명 방법과 논증 방법을 파악하고, 그 타당성을 평가하며 읽는다.","읽기","중학교","","","","설명 방법과 논증 방법의 개념에 대해 이해하고, 글에 사용된 다양한 설명 방법과 논증 방법을 파악하여 그 타당성을 적절하게 평가할 수 있다.","설명 방법과 논증 방법의 개념에 대해 이해하고, 글에 사용된 다양한 설명 방법과 논증 방법을 파악하여 그 타당성을 평가할 수 있다.","설명 방법과 논증 방법의 개념에 대해 이해하고, 글에 사용된 설명 방법과 논증 방법을 파악하여 그 타당성을 평가할 수 있다.","설명 방법과 논증 방법의 개념에 대해 부분적으로 이해하고, 글에 사용된 설명 방법과 논증 방법을 부분적으로 파악하여 그 타당성을 부분적으로 평가할 수 있다.","설명 방법과 논증 방법의 개념에 대해 제한적으로 이해하고, 글에 사용된 다양한 설명 방법이나 논증 방법을 제한적으로 파악한다.","",""
"[9국02-06]","동일한 화제를 다룬 여러 글이나 자료를 주제 통합적으로 읽는다.","읽기","중학교","","","","동일한 화제를 다룬 여러 글이나 자료를 읽을 때, 형식과 내용의 측면에서 비교 분석하여 비판적으로 읽고 화제에 대한 자신의 관점을 세우고 창의적으로 재구성할 수 있다.","동일한 화제를 다룬 여러 글이나 자료를 읽을 때, 형식과 내용의 측면에서 비교 분석하여 읽고 화제에 대한 자신의 관점을 세우고 재구성할 수 있다.","동일한 화제를 다룬 여러 글이나 자료를 읽을 때, 형식과 내용의 측면에서 비교 분석하여 읽고 화제에 대한 자신의 관점을 세울 수 있다.","동일한 화제를 다룬 여러 글이나 자료를 읽을 때, 형식이나 내용의 측면에서 비교 분석할 수 있다.","동일한 화제를 다룬 여러 글이나 자료를 읽을 때, 형식이나 내용의 측면 중 일부를 비교 분석한다.","",""
"[9국02-07]","진로나 관심 분야에 대한 다양한 책이나 자료를 스스로 찾아 읽는다.","읽기","중학교","","","","진로나 관심 분야에 대한 책이나 자료 등을 스스로 찾으며 진로나 관심 분야에 관한 유의미한 정보를 탐색하고 이를 공유하며 독서 활동에 적극적으로 참여할 수 있다.","","진로나 관심 분야에 대한 책이나 자료 등을 스스로 찾으며 진로나 관심 분야에 관한 독서 활동에 참여할 수 있다.","","교사가 안내한 진로나 관심 분야에 대한 책이나 자료를 바탕으로 진로나 관심 분야에 관한 독서 활동에 참여한다.","",""
"[9국02-08]","자신의 독서 상황과 수준에 맞는 글을 선정하고 읽기 과정을 점검·조정하며 읽는다.","읽기","중학교","","","","독서 상황과 수준에 맞는 글을 적절하게 선정하고, 책 선정 전략과 읽기 과정을 효과적으로 점검･조정하며 자기 선택적 독서 활동에 적극적으로 참여할 수 있다.","독서 상황과 수준에 맞는 글을 적절하게 선정하고, 책 선정 전략과 읽기 과정을 점검･조정하며 자기 선택적 독서 활동에 참여할 수 있다.","독서 상황과 수준에 맞는 글을 선정하고, 책 선정 전략과 읽기 과정을 점검･조정하며 자기 선택적 독서에 참여할 수 있다.","독서 상황과 수준을 고려하여 글을 선정하고, 책 선정 전략과 읽기 과정을 부분적으로 점검･조정하며 자기 선택적 독서에 참여할 수 있다.","독서 상황과 수준을 제한적으로 고려하여 글을 선정하고, 책 선정 전략과 읽기 과정을 제한적으로 점검･조정하며 자기 선택적 독서에 참여한다.","",""
"[9국03-01]","대상의 특성에 적합한 설명 방법을 활용하여 글을 쓴다.","쓰기","중학교","","","","설명 대상의 특성을 나타내는 데 적합한 설명 방법을 선택하고 이를 다양하게 활용하여 대상의 특성이 효과적으로 드러나는 글을 쓸 수 있다.","설명 대상의 특성을 나타내는 데 적합한 설명 방법을 선택하고 이를 활용하여 대상의 특성이 드러나는 글을 쓸 수 있다.","설명 대상의 특성을 고려하여 설명 방법을 선택하고 이를 활용하여 대상의 특성이 드러나는 글을 쓸 수 있다.","설명 대상의 특성을 고려하여 설명 방법을 선택하고 이를 활용하여 대상의 특성이 부분적으로 드러나는 글을 쓸 수 있다.","설명 대상의 특성이 제한적으로 드러나는 설명 방법을 활용하여 글을 쓴다.","",""
"[9국03-02]","복수의 자료를 활용하여 다양한 형식으로 정보를 전달하는 글을 쓴다.","쓰기","중학교","","","","다양한 매체에서 수집한 복수의 자료를 적절하게 활용하고 문자 언어, 도표, 그림 등을 효과적으로 결합하여 다양한 형식으로 정보를 전달하는 글을 쓸 수 있다.","다양한 매체에서 수집한 복수의 자료를 활용하고 문자 언어, 도표, 그림 등을 적절히 결합하여 다양한 형식으로 정보를 전달하는 글을 쓸 수 있다.","복수의 자료를 활용하여 문자 언어, 도표, 그림 등을 결합한 다양한 형식으로 정보를 전달하는 글을 쓸 수 있다.","자료를 활용하여 문자 언어, 도표, 그림 등을 결합한 형식으로 정보를 전달하는 글을 쓸 수 있다.","자료를 활용하여 제한된 형식으로 정보를 전달하는 글을 쓴다.","",""
"[9국03-03]","주장을 뒷받침할 수 있는 타당한 근거를 들고 적절한 표현을 사용하여 주장하는 글을 쓴다.","쓰기","중학교","","","","주장을 뒷받침할 수 있는 타당하고 다양한 근거를 들고 적절하고 효과적인 표현을 사용하여 자신의 주장을 설득력 있게 제시하는 주장하는 글을 쓸 수 있다.","주장을 뒷받침할 수 있는 타당한 근거를 들고 적절한 표현을 사용하여 자신의 주장을 설득력 있게 제시하는 주장하는 글을 쓸 수 있다.","주장을 뒷받침할 수 있는 타당한 근거를 들고 적절한 표현을 사용하여 자신의 주장을 제시하는 글을 쓸 수 있다.","주장을 뒷받침할 수 있는 근거를 들고 적절한 표현을 부분적으로 사용하여 주장하는 글을 쓸 수 있다.","주장을 뒷받침할 수 있는 근거를 제한적으로 들어 주장하는 글을 쓴다.","",""
"[9국03-04]","의견 차이가 있는 사안에 대해 자료를 수집하고 사회·문화적 맥락을 고려하며 주장하는 글을 쓴다.","쓰기","중학교","","","","의견 차이가 있는 사안의 쟁점에 대한 다양한 자료를 수집하고 이에 대한 자신의 주장이 사회･문화적 맥락 안에서 수용될 수 있도록 주장을 논리적으로 전개한 글을 쓸 수 있다.","의견 차이가 있는 사안의 쟁점에 대한 다양한 자료를 수집하고 이에 대한 자신의 주장이 사회･문화적 맥락 안에서 수용될 수 있는지 고려하며 주장하는 글을 쓸 수 있다.","의견 차이가 있는 사안에 대한 자료를 수집하고 이에 대한 자신의 주장이 사회･문화적 맥락 안에서 수용될 수 있는지 고려하며 주장하는 글을 쓸 수 있다.","의견 차이가 있는 사안에 대한 일부 자료를 수집하고 이에 대한 자신의 주장이 사회･문화적 맥락 안에서 수용될 수 있는지 부분적으로 고려하며 주장하는 글을 쓸 수 있다.","의견 차이가 있는 사안에 대한 일부 자료를 제한적으로 수집하고 이에 대한 자신의 주장이 사회･문화적 맥락 안에서 수용될 수 있는지 제한적으로 고려하며 주장하는 글을 쓴다.","",""
"[9국03-05]","자신의 삶과 경험을 바탕으로 정서를 진솔하게 표현하는 글을 쓴다.","쓰기","중학교","","","","자신의 삶과 경험을 진지하게 되돌아보며 의미 있는 장면을 선정하고 이에 대한 정서를 진솔하고 개성 있게 표현하는 글을 쓸 수 있다.","자신의 삶과 경험을 되돌아보며 의미 있는 장면을 선정하고 이에 대한 정서를 진솔하게 표현하는 글을 쓸 수 있다.","자신의 삶과 경험을 되돌아보며 이에 대한 정서를 진솔하게 표현하는 글을 쓸 수 있다.","자신의 삶이나 경험을 부분적으로 반영하여 정서를 표현하는 글을 쓸 수 있다.","자신의 삶이나 경험과 관련한 정서를 제한적으로 표현하는 글을 쓴다.","",""
"[9국03-06]","다양한 표현을 활용하여 자신의 생각과 느낌이 드러나는 글을 쓰고 독자와 공유한다.","쓰기","중학교","","","","다양하고 참신한 표현을 활용하여 자신의 생각과 느낌이 효과적으로 드러나는 글을 쓰고, 자신이 쓴 글을 다양한 방식으로 독자와 적극적이고 개방적으로 공유할 수 있다.","다양한 표현을 활용하여 자신의 생각과 느낌이 효과적으로 드러나는 글을 쓰고, 자신이 쓴 글을 다양한 방식으로 독자와 적극적으로 공유할 수 있다.","다양한 표현을 활용하여 자신의 생각과 느낌이 드러나는 글을 쓰고, 자신이 쓴 글을 다양한 방식으로 독자와 공유할 수 있다.","일부 표현을 활용하여 자신의 생각이나 느낌이 부분적으로 드러나는 글을 쓰고, 자신이 쓴 글을 독자와 공유할 수 있다.","일부 표현을 활용하여 자신의 생각이나 느낌이 제한적으로 드러나는 글을 쓰고, 자신이 쓴 글을 독자와 제한적으로 공유한다.","",""
"[9국03-07]","복합양식 자료를 활용하여 내용을 생성하고 글의 유형을 고려하여 내용을 조직하며 글을 쓴다.","쓰기","중학교","","","","다양한 매체를 통해 수집한 복합양식 자료를 효과적으로 활용하여 글의 내용을 풍부하게 생성하고, 글의 목적과 유형에 적합하게 내용을 조직하며 글을 쓸 수 있다.","매체를 통해 수집한 복합양식 자료를 활용하여 글의 내용을 생성하고, 글의 목적과 유형에 적합하게 내용을 조직하며 글을 쓸 수 있다.","복합양식 자료를 활용하여 글의 내용을 생성하고, 글의 유형에 적합하게 내용을 조직하며 글을 쓸 수 있다.","복합양식 자료를 일부 활용하여 내용을 생성하고 글의 유형을 부분적으로 고려하여 내용을 조직하며 글을 쓸 수 있다.","복합양식 자료를 제한적으로 활용하여 내용을 생성하며 글을 쓴다.","",""
"[9국03-08]","쓰기 과정과 전략을 점검·조정하며 글을 쓰고, 독자를 고려하여 글을 고쳐 쓴다.","쓰기","중학교","","","","자신의 쓰기 과정과 전략을 능동적으로 점검･조정하며 글을 쓰고, 독자의 상황과 특성을 적절히 고려하여 글의 내용, 조직, 표현을 효과적으로 고쳐 쓸 수 있다.","자신의 쓰기 과정과 전략을 능동적으로 점검･조정하며 글을 쓰고, 독자의 상황과 특성을 고려하여 글의 내용, 조직, 표현을 고쳐 쓸 수 있다.","자신의 쓰기 과정과 전략을 점검･조정하며 글을 쓰고, 독자를 고려하여 글의 내용, 조직, 표현을 고쳐 쓸 수 있다.","자신의 쓰기 과정이나 전략을 부분적으로 점검하며 글을 쓰고, 독자를 고려하여 글의 내용, 조직, 표현을 일부 고쳐 쓸 수 있다.","자신의 쓰기 과정과 전략을 제한적으로 점검하며 글을 쓰고, 독자를 제한적으로 고려하여 글의 내용, 조직, 표현을 일부 고쳐 쓴다.","",""
"[9국03-09]","언어 공동체의 구성원인 필자로서 자신에 대해 성찰하며, 윤리적 소통 문화를 형성하는 데에 기여한다.","쓰기","중학교","","","","언어 공동체의 구성원인 필자로서 자신에 대해 지속적으로 성찰하고 능동적이고 책임감 있는 태도로 쓰기에 참여하며, 바람직한 윤리적 소통 문화를 형성하는 데에 기여할 수 있다.","언어 공동체의 구성원인 필자로서 자신에 대해 지속적으로 성찰하고 책임감 있는 태도로 쓰기에 참여하며, 윤리적 소통 문화를 형성하는 데에 기여할 수 있다.","언어 공동체의 구성원인 필자로서 자신에 대해 성찰하고 책임감 있는 태도로 쓰기에 참여하며, 윤리적 소통 문화를 형성하는 데에 기여할 수 있다.","필자로서 자신을 인식하고, 윤리적 소통 문화를 형성하는 데에 부분적으로 기여할 수 있다.","필자로서 자신을 제한적인 수준에서 인식하고, 윤리적 소통 문화를 형성하는 데에 제한적으로 기여한다.","",""
"[9국04-01]","국어의 음운 체계와 문자 체계를 이해하고 국어생활에 활용한다.","문법","중학교","","","","국어의 음운 체계와 문자 체계를 탐구하고 국어생활의 발음과 표기에 체계적이며 적절하게 활용할 수 있다.","국어의 음운 체계와 문자 체계를 분석하고 국어생활의 발음과 표기에 적절하게 활용할 수 있다.","국어의 음운 체계와 문자 체계를 이해하고 국어생활의 발음과 표기에 활용할 수 있다.","국어의 음운 체계와 문자 체계를 일부 이해하고 국어생활의 발음과 표기에 부분적으로 활용할 수 있다.","국어의 음운 체계와 문자 체계를 확인하고 국어생활의 발음과 표기에 제한적으로 활용한다.","",""
"[9국04-02]","단어의 짜임을 분석하여 새말 형성의 원리를 이해한다.","문법","중학교","","","","단어의 짜임을 탐구하여 새말이 형성되는 다양한 원리를 종합적으로 이해할 수 있다.","단어의 짜임을 분석하여 새말이 형성되는 다양한 원리를 이해할 수 있다.","단어의 짜임을 이해하여 새말이 형성되는 원리를 이해할 수 있다.","단어의 짜임을 일부 이해하여 새말이 형성되는 원리를 부분적으로 이해할 수 있다.","단어의 짜임을 확인하여 새말이 형성되는 원리를 제한적으로 이해한다.","",""
"[9국04-03]","품사의 종류와 특성을 이해하고 국어 자료를 분석한다.","문법","중학교","","","","품사의 종류와 특성을 탐구하고 품사 지식을 활용하여 다양한 국어 자료를 체계적이며 적절하게 분석할 수 있다.","품사의 종류와 특성을 분석하고 품사 지식을 활용하여 다양한 국어 자료를 적절하게 분석할 수 있다.","품사의 종류와 특성을 이해하고 품사 지식을 활용하여 국어 자료를 분석할 수 있다.","품사의 종류와 특성을 일부 이해하고 품사 지식을 활용하여 국어 자료를 부분적으로 분석할 수 있다.","품사의 종류와 특성을 확인하고 품사 지식을 활용하여 국어 자료를 제한적으로 분석한다.","",""
"[9국04-04]","문장의 짜임을 이해하고 표현 효과를 고려하여 문장을 구성한다.","문법","중학교","","","","문장의 짜임을 탐구하고 국어생활에서 문장의 짜임에 따른 표현 효과를 고려하여 적절한 문장을 다양하게 구성할 수 있다.","문장의 짜임을 분석하고 국어생활에서 문장의 짜임에 따른 표현 효과를 고려하여 적절한 문장을 구성할 수 있다.","문장의 짜임을 이해하고 문장의 짜임에 따른 표현 효과를 고려하여 문장을 구성할 수 있다.","문장의 짜임을 일부 이해하고 문장의 짜임에 따른 표현 효과를 부분적으로 고려하여 문장을 구성할 수 있다.","문장의 짜임을 확인하고 문장의 짜임에 따른 표현 효과를 제한적으로 고려하여 문장을 구성한다.","",""
"[9국04-05]","피동 표현과 인용 표현의 의도와 효과를 분석하고 상황에 맞게 활용한다.","문법","중학교","","","","피동 표현과 인용 표현의 의도와 효과를 탐구하고 적절한 피동 표현과 인용 표현을 다양한 상황에 따라 효과적으로 활용할 수 있다.","피동 표현과 인용 표현의 의도와 효과를 분석하고 피동 표현과 인용 표현을 상황에 따라 적절하게 활용할 수 있다.","피동 표현과 인용 표현의 의도와 효과를 이해하고 피동 표현과 인용 표현을 상황에 따라 활용할 수 있다.","피동 표현과 인용 표현의 의도와 효과를 일부 이해하고 피동 표현과 인용 표현을 상황에 따라 부분적으로 활용할 수 있다.","피동 표현과 인용 표현의 의도와 효과를 확인하고 피동 표현과 인용 표현을 상황에 따라 제한적으로 활용한다.","",""
"[9국04-06]","한글 맞춤법의 기본 원리와 내용을 이해하고 국어생활에 적용한다.","문법","중학교","","","","한글 맞춤법의 기본 원리와 내용을 탐구하고 국어생활의 문제 해결에 효과적이며 정확하게 적용할 수 있다.","한글 맞춤법의 기본 원리와 내용을 분석하고 국어생활의 문제 해결에 정확하게 적용할 수 있다.","한글 맞춤법의 기본 원리와 내용을 이해하고 국어생활의 문제 해결에 적용할 수 있다.","한글 맞춤법의 기본 원리와 내용을 일부 이해하고 국어생활의 문제 해결에 부분적으로 적용할 수 있다.","한글 맞춤법의 기본 원리와 내용을 확인하고 국어생활의 문제 해결에 제한적으로 적용한다.","",""
"[9국04-07]","세대 ·분야 ·매체에 따른 어휘의 양상과 쓰임을 분석하고 다양한 집단과 사회의 언어에 관용적 태도를 지닌다.","문법","중학교","","","","세대·분야·매체에 따른 어휘의 양상과 쓰임을 탐구하고 다양한 집단과 사회의 언어에 대한 관용적 태도를 내면화한다.","","세대·분야·매체에 따른 어휘의 양상과 쓰임을 이해하고 다양한 집단과 사회의 언어에 대해 관용적 태도를 지닌다.","","세대·분야·매체에 따른 어휘의 양상과 쓰임을 확인하고 다양한 집단과 사회의 언어에 관심을 가진다.","",""
"[9국04-08]","자신과 주변의 다양한 국어 실천 양상을 비판적으로 분석하여 언어와 자아 및 세계 사이의 관계를 인식한다.","문법","중학교","","","","자신과 주변의 다양한 국어 실천 양상을 탐구하고 평가하여 언어와 자아 및 세계 사이의 관계를 내면화한다.","","자신과 주변의 국어 실천 양상을 분석하여 언어와 자아 및 세계 사이의 관계를 인식한다.","","자신과 주변의 국어 실천 양상을 확인하고 언어와 자아 및 세계 사이의 관계에 관심을 가진다.","",""
"[9국05-01]","운율, 비유, 상징의 특성과 효과에 유의하며 작품을 감상하고 창작한다.","문학","중학교","","","","운율, 비유, 상징의 특성과 효과에 유의하며 작품을 주체적으로 감상하고, 이를 활용하여 작품을 창의적으로 창작할 수 있다.","운율, 비유, 상징의 특성과 효과에 유의하며 작품을 감상하고, 이를 활용하여 작품을 창작할 수 있다.","운율, 비유, 상징의 특성과 효과에 유의하며 작품을 감상하고, 이를 활용하여 자신의 생각이나 느낌을 표현할 수 있다.","운율, 비유, 상징의 특성에 유의하며 작품을 감상할 수 있다.","운율, 비유, 상징에 대한 부분적 이해를 바탕으로 작품을 감상한다.","",""
"[9국05-02]","갈등의 진행과 해결 과정을 파악하며 작품을 감상한다.","문학","중학교","","","","갈등의 진행과 해결 과정을 종합적으로 고려하며 작품을 감상할 수 있다.","갈등의 진행 과정을 파악하고 해결 과정에 유의하며 작품을 감상할 수 있다.","갈등의 진행 과정을 파악하며 작품을 감상할 수 있다.","갈등의 원인이나 결과를 파악하며 작품을 감상할 수 있다.","갈등에 대한 부분적 이해를 바탕으로 작품을 감상한다.","",""
"[9국05-03]","인간의 성장을 다룬 작품을 읽으며 문학의 가치를 내면화한다.","문학","중학교","","","","인간의 성장을 다룬 작품을 읽으며 문학이 지닌 가치를 내면화할 수 있다.","인간의 성장을 다룬 작품을 읽으며 자신의 삶을 성찰할 수 있다.","인간의 성장을 다룬 작품을 읽으며 인물과 자신의 삶을 연결지어 이해할 수 있다.","인간의 성장을 다룬 작품을 읽으며 인물의 성장을 전체적으로 파악할 수 있다.","인간의 성장을 다룬 작품을 읽으며 인물의 변화를 부분적으로 파악한다.","",""
