"code","description","domain","grade","keywords","prerequisite","scope","level_A","level_B","level_C","level_D","level_E","competencies","common_misconceptions"
"[9기가01-11]","대인 관계에서 발생하는 갈등의 원인과 배경을 분석하고, 효과적인 의사소통을 통해 갈등을 해결하는 방안을 탐색하여 이를 적용한다.","인간발달과 주도적 삶","중학교","","","","대인 관계에서의 갈등과 효과적인 의사소통에 대한 이해를 바탕으로 의사소통과 갈등관리 방법을 탐색 및 적용하여 협력하고 공감하는 태도를 갖는다.","대인 관계에서의 갈등과 효과적인 의사소통에 대한 이해를 바탕으로 의사소통과 갈등관리 방법을 탐색하여 협력하고 공감하는 태도를 갖는다.","대인 관계에서의 갈등과 의사소통의 필요성에 대한 이해를 바탕으로 의사소통과 갈등관리 방법을 탐색하여 협력하고 공감하는 태도를 갖는다.","대인 관계에서의 갈등과 의사소통의 필요성에 대한 이해를 바탕으로 의사소통과 갈등관리 방법을 설명하여 협력하고 공감하는 태도의 중요성을 느낀다.","의사소통과 갈등의 개념을 이해하여 설명하고 협력, 공감하는 태도를 갖는다.","",""
"[9기가01-12]","성폭력과 가정 폭력의 사회･구조적인 원인과 영향을 분석하고, 다양한 문제 상황을 중심으로 이를 대처하고 지원하는 방안을 탐색한다.","인간발달과 주도적 삶","중학교","","","","성폭력과 가정폭력의 사회·구조적인 원인과 영향에 대한 이해를 바탕으로 문제 상황의 원인과 영향을 분석하고 대처 및 지원 방안을 탐색하여 성폭력과 가정폭력에 대한 인식 및 시민적 행동을 내면화한다.","성폭력과 가정폭력의 사회·구조적인 원인과 영향에 대한 이해를 바탕으로 문제 상황의 원인과 영향을 분석하여 성폭력과 가정폭력에 대한 인식 및 시민적 행동을 내면화한다.","성폭력과 가정폭력의 사회·구조적인 원인을 바탕으로 문제 상황의 원인과 영향을 분석하여 성폭력과 가정폭력에 대해 올바른 태도를 갖는다.","성폭력과 가정폭력의 사회·구조적인 원인을 바탕으로 문제 상황의 원인과 영향을 분석하여 성폭력과 가정폭력에 대한 올바른 태도의 필요성을 느낀다.","성폭력과 가정폭력의 개념을 이해하고 설명하여 성폭력과 가정폭력에 대한 올바른 태도와 시민행동의 필요성을 느낀다.","",""
"[9기가02-01]","생활자원의 종류와 특성 및 순환과정을 이해하고 의식주 자원관리의 중요성을 인식한다.","생활환경과 지속가능한 삶","중학교","","","","생활자원의 순환과정과 순환 가능성을 고려한 의식주 자원관리의 중요성을 바탕으로 자원의 순환과정을 탐색하여 지속가능성을 고려하는 태도를 갖는다.","생활자원의 순환과정과 의식주 자원관리의 중요성을 바탕으로 자원의 순환과정을 탐색하여 지속가능성을 고려하는 태도를 갖는다.","생활자원의 순환과정과 의식주 자원관리의 중요성을 바탕으로 자신이 활용하는 자원의 순환과정을 탐색하여 지속가능성을 고려하는 태도를 갖는다.","생활자원의 순환과정에 대한 이해를 바탕으로 자신이 활용하는 자원의 순환과정을 탐색하여 지속가능성의 필요성을 느낀다.","생활자원의 순환과정을 이해하고 설명하여 지속가능성의 필요성을 느낀다.","",""
"[9기가02-02]","한국인 영양소 섭취기준과 식사구성안을 바탕으로 균형 잡힌 식사를 계획한다.","생활환경과 지속가능한 삶","중학교","","","","한국인 영양소 섭취기준에 기반한 식사구성안을 바탕으로 다양한 변인을 고려한 식사를 계획하여 건강을 추구하는 태도를 갖는다.","한국인 영양소 섭취기준에 기반한 식사구성안을 바탕으로 균형 잡힌 식사를 계획하여 건강을 추구하는 태도를 갖는다.","한국인 영양소 섭취기준과 식사구성안을 바탕으로 균형 잡힌 식사를 계획하여 건강을 추구하는 태도를 갖는다.","한국인 영양소 섭취기준과 식사구성안을 바탕으로 균형 잡힌 식사를 탐색하여 건강의 중요성을 느낀다.","한국인 영양소 섭취기준을 바탕으로 균형 잡힌 식사를 탐색하여 건강의 중요성을 느낀다.","",""
"[9기가02-03]","건강과 환경을 고려한 식품의 선택, 관리, 보관 방법을 탐색하여 실생활에 적용한다.","생활환경과 지속가능한 삶","중학교","","","","건강과 환경을 고려한 식품 선택 및 식생활 안전에 대한 이해를 바탕으로 식품의 선택, 관리, 보관 방법을 실생활에 적용하여 건강을 추구하며 생태 지향적인 삶의 태도를 갖는다.","건강과 환경을 고려한 식품 선택 및 식생활 안전에 대한 이해를 바탕으로 식품의 선택, 관리, 보관 방법을 탐색하여 건강을 추구하며 생태 지향적인 삶의 태도를 갖는다.","건강과 환경을 고려한 식품 선택 및 식생활 안전의 중요성에 대한 이해를 바탕으로 식품의 선택, 관리, 보관 방법을 탐색하여 건강을 추구하며 생태 지향적인 삶의 태도를 갖는다.","건강과 환경을 고려한 식품 선택 및 식생활 안전의 중요성에 대한 이해를 바탕으로 식품의 선택 방법을 탐색하여 건강을 추구한다.","식품 선택의 개념을 이해하여 선택 방법을 탐색하고 건강을 추구한다.","",""
"[9기가02-04]","개인과 가족의 영양 요구와 지속가능성을 충족하는 식사를 계획하고 조리한다.","생활환경과 지속가능한 삶","중학교","","","","지속가능성과 식사 계획 및 조리원리에 대한 이해를 바탕으로 영양 요구와 지속가능성을 충족하는 식사를 계획하고 조리하여 건강을 추구하고 지속가능성을 고려하는 태도를 갖는다.","지속가능성 및 식사계획과 조리원리에 대한 이해를 바탕으로 영양 요구와 지속가능성을 충족하는 식사를 계획하여 건강을 추구하고 지속가능성을 고려하는 태도를 갖는다.","지속가능성과 식사 계획에 대한 이해를 바탕으로 영양 요구와 지속가능성을 충족하는 식사를 계획하여 건강을 추구하고 지속가능성을 고려하는 태도를 갖는다.","지속가능성과 식사 계획에 대한 이해를 바탕으로 영양 요구를 충족하는 식사를 계획하여 건강을 추구하는 태도를 갖는다.","식사 계획에 대한 이해를 바탕으로 영양 요구를 충족하는 식사를 계획하여 건강을 추구하는 태도를 갖는다.","",""
"[9기가02-05]","의복 재료의 특성을 이해하고 건강과 환경을 고려한 의복의 세탁과 관리 방안을 탐색하여 실천한다.","생활환경과 지속가능한 삶","중학교","","","","의복 재료의 특성에 기반한 관리 행동을 바탕으로 건강과 환경을 고려한 의복의 세탁과 관리 방안을 실천하여 지속가능성을 고려하는 태도를 갖는다.","의복 재료의 특성에 기반한 관리 행동을 바탕으로 건강과 환경을 고려한 의복의 세탁과 관리 방안을 제안하여 지속가능성을 고려하는 태도를 갖는다.","의복 재료의 특성과 관리 행동을 바탕으로 건강과 환경을 고려한 의복의 세탁과 관리 방안을 제안하여 지속가능성을 고려하는 태도를 갖는다.","의복 재료의 특성과 관리 행동을 바탕으로 의복의 세탁과 관리 방안을 제안하여 지속가능성의 필요성을 느낀다.","의복 재료의 특성을 바탕으로 의복의 세탁과 관리 방안을 탐색하여 지속가능성의 필요성을 느낀다.","",""
"[9기가02-06]","지속가능성을 고려하여 의복 마련 계획을 세우고 이를 창의적이고, 친환경적인 의생활에 적용한다.","생활환경과 지속가능한 삶","중학교","","","","의복 마련 계획과 업사이클링에 대한 이해를 바탕으로 지속가능성을 고려한 의복 마련 계획을 의생활에 적용하여 지속가능성을 고려하는 태도를 갖는다.","의복 마련 계획과 업사이클링에 대한 이해를 바탕으로 지속가능성을 고려한 의복 마련 계획을 수립하여 지속가능성을 고려하는 태도를 갖는다.","의복 마련 계획에 대한 이해를 바탕으로 지속가능성을 고려한 의복 마련 계획을 수립하여 지속가능성을 고려하는 태도를 갖는다.","의복 마련 계획에 대한 이해를 바탕으로 의복 마련 계획을 설명하여 지속가능성의 필요성을 느낀다.","의복 마련 계획의 개념을 이해하여 설명하고 지속가능성의 필요성을 느낀다.","",""
"[9기가02-07]","주거의 의미와 가치가 변화함에 따라 나타나는 다양한 생활양식을 탐색하고 더불어 살아가는 주거 문화를 실천한다.","생활환경과 지속가능한 삶","중학교","","","","주거의 의미와 가치 변화에 따른 주생활 양식과 주거 문화에 대한 이해를 바탕으로 더불어 살아가는 주거 문화를 실천하여 공동체 가치와 역량을 함양한다.","주거의 의미와 가치 변화에 따른 주생활 양식과 주거 문화에 대한 이해를 바탕으로 더불어 살아가는 주거 문화를 탐색하여 공동체 가치와 역량을 함양한다.","다양한 주생활 양식과 주거 문화의 개념에 대한 이해를 바탕으로 더불어 살아가는 주거 문화를 탐색하여 공동체 가치를 함양한다.","다양한 주생활 양식과 주거 문화의 개념에 대한 이해를 바탕으로 더불어 살아가는 주거 문화를 설명하여 공동체 가치가 필요함을 느낀다.","주생활 양식과 주거 문화의 개념 이해를 바탕으로 더불어 살아가는 주거 문화를 설명하여 공동체 가치가 필요함을 느낀다.","",""
"[9기가02-08]","생활공간으로서 주거환경의 조건을 분석하고 쾌적하고 안전한 주거 관리 방안을 탐색하여 실생활에 적용한다.","생활환경과 지속가능한 삶","중학교","","","","주거환경의 조건과 주거 관리에 대한 이해를 바탕으로 생활공간으로서의 주거환경의 조건을 분석하고 주거 관리 방안을 적용하여 쾌적하고 안전한 생활환경을 위한 예방적 태도를 갖는다.","주거환경의 조건과 주거 관리에 대한 이해를 바탕으로 생활공간으로서의 주거환경의 조건과 주거 관리 방안을 탐색하여 쾌적하고 안전한 생활환경을 위한 예방적 태도를 갖는다.","주거환경의 조건과 주거 관리의 개념에 대한 이해를 바탕으로 생활공간으로서의 주거환경의 조건과 주거 관리 방안을 탐색하여 쾌적하고 안전한 생활환경을 위한 예방적 태도를 갖는다.","주거환경의 조건과 주거 관리의 개념에 대한 이해를 바탕으로 주거환경의 조건을 탐색하여 쾌적하고 안전한 생활환경의 필요성을 느낀다.","주거환경의 개념에 대한 이해를 바탕으로 주거환경의 조건을 탐색하여 쾌적하고 안전한 생활환경의 필요성을 느낀다.","",""
"[9기가02-09]","효율적인 주거 공간 구성 방안을 탐색하여 자신의 생활에 적합한 주거 공간 구성에 활용한다.","생활환경과 지속가능한 삶","중학교","","","","효율적인 주거 공간의 특징과 생활에 적합한 공간 구성에 대한 이해를 바탕으로 주거 공간 구성에 활용하여 창의적인 주생활을 실천하는 태도를 갖는다.","효율적인 주거 공간의 특징과 생활에 적합한 공간 구성에 대한 이해를 바탕으로 주거 공간 구성 방안을 제안하여 창의적인 주생활을 실천하는 태도를 갖는다.","주거 공간의 특징과 생활에 적합한 공간 구성에 대한 이해를 바탕으로 주거 공간 구성에 제안하여 창의적인 주생활을 실천하는 태도를 갖는다.","주거 공간의 특징과 생활에 적합한 공간 구성에 대한 이해를 바탕으로 주거 공간 구성을 탐색하여 창의적인 주생활을 위해 노력하는 태도를 갖는다.","주거 공간의 특징에 대한 이해를 바탕으로 주거 공간 구성 방안을 탐색하여 창의적인 주생활을 위해 노력하는 태도를 갖는다.","",""
"[9기가02-10]","의식주 생활자원의 생산과 폐기과정을 탐색하고, 일상생활에서 의식주 생활자원을 선택한 과정과 그 결과를 성찰한다.","생활환경과 지속가능한 삶","중학교","","","","의식주 생활자원의 순환과정 및 자원의 선택 과정과 결과에 대한 이해를 바탕으로 순환과정을 탐색 및 성찰하여 선택에 대한 책임을 느낀다.","의식주 생활자원의 순환과정 및 자원의 선택 과정과 결과에 대한 이해를 바탕으로 순환과정을 탐색하여 선택에 대한 책임을 느낀다.","의식주 생활자원의 순환과정에 대한 이해를 바탕으로 순환과정을 탐색하여 선택에 대한 책임을 느낀다.","의식주 생활자원의 순환과정에 대한 이해를 바탕으로 순환과정을 설명하여 선택에 대한 책임의 필요성을 느낀다.","의식주 생활자원의 개념을 이해하여 설명하고 선택에 대한 책임의 필요성을 느낀다.","",""
"[9기가02-11]","급변하는 소비 환경의 변화를 이해하고 다양한 소비자 정보를 비판적으로 분석하여 자신의 소비생활에 활용한다.","생활환경과 지속가능한 삶","중학교","","","","급변하는 소비환경의 속 다양한 소비자 정보에 대한 이해를 바탕으로 소비자 정보를 비판적으로 분석하고 자신의 소비생활에 활용하여 정보를 비판적으로 수용하는 태도를 갖는다.","급변하는 소비환경의 속 다양한 소비자 정보에 대한 이해를 바탕으로 소비자 정보를 비판적으로 분석하여 정보를 비판적으로 수용하는 태도를 갖는다.","급변하는 소비환경과 다양한 소비자 정보에 대한 이해를 바탕으로 소비자 정보를 비판적으로 분석하여 정보를 비판적으로 수용하는 태도를 갖는다.","급변하는 소비환경과 다양한 소비자 정보에 대한 이해를 바탕으로 소비자 정보의 문제점을 파악하여 비판적 정보 수용의 필요성을 느낀다.","소비환경의 개념에 대한 이해를 바탕으로 소비자 정보의 문제점을 파악하여 비판적 정보 수용의 필요성을 느낀다.","",""
"[9기가02-12]","청소년 소비자의 특성을 이해하고 소비자 의사 결정 과정을 통한 합리적인 소비생활을 실천한다.","생활환경과 지속가능한 삶","중학교","","","","청소년 소비자와 소비자 의사 결정 과정에 대한 이해를 바탕으로 합리적인 소비생활을 실천하여 책임 있는 소비자로서의 신념을 갖는다.","청소년 소비자와 소비자 의사 결정 과정에 대한 이해를 바탕으로 합리적인 소비생활을 탐색하여 책임 있는 소비자가 되기 위해 노력하는 태도를 갖는다.","청소년 소비자의 특성과 소비자의 의사 결정 과정에 대한 이해를 바탕으로 합리적인 소비생활을 탐색하여 책임 있는 소비자가 되기 위해 노력하는 태도를 갖는다.","청소년 소비자의 특성과 소비자의 의사 결정 과정에 대한 이해를 바탕으로 소비자 의사 결정 과정을 설명하여 책임 있는 소비의 필요성을 느낀다.","소비자의 의사 결정 과정을 이해하여 설명하고 책임 있는 소비의 필요성을 느낀다.","",""
"[9기가02-13]","책임 있는 소비자로서 소비자의 권리와 역할을 인식하고 소비생활에서 발생하는 소비자 문제와 해결 방안을 탐색하여 소비생활에 적용한다.","생활환경과 지속가능한 삶","중학교","","","","소비자 권리와 역할에 기반한 소비자 문제에 대한 이해를 바탕으로 적합한 소비자 문제해결 방안을 탐색하고 실천하여 책임 있는 소비자로서의 신념을 갖는다.","소비자 권리와 역할에 기반한 소비자 문제에 대한 이해를 바탕으로 적합한 소비자 문제해결 방안을 탐색하고 실천하여 책임 있는 소비자가 되기 위해 노력하는 태도를 갖는다.","소비자 권리 및 역할과 소비자 문제에 대한 이해를 바탕으로 소비자 문제해결 방안을 탐색하여 책임 있는 소비자가 되기 위해 노력할 수 있다.","소비자 권리 및 역할과 소비자 문제에 대한 이해를 바탕으로 소비자 문제의 발생 원인을 파악하여 책임 있는 소비의 필요성을 느낀다.","소비자 문제의 개념을 바탕으로 소비자 문제의 발생 원인을 파악하여 책임 있는 소비의 필요성을 느낀다.","",""
"[9기가02-14]","디지털 생활 환경으로 나타난 일상생활의 혁신과 변화를 비판적으로 분석한 결과를 삶의 질 향상에 활용할 수 있는 방안을 탐색하여 제안한다.","생활환경과 지속가능한 삶","중학교","","","","디지털 생활환경으로 인한 변화를 이해하여 비판적으로 분석하고 그 결과의 활용방안을 탐색 및 제안하여 변화와 혁신에 대한 개방적인 태도를 갖는다.","디지털 생활환경으로 인한 변화를 이해하여 비판적으로 분석하고 그 결과의 활용방안을 탐색하여 변화와 혁신에 대한 개방적인 태도를 갖는다.","디지털 생활환경과 생활의 변화를 이해하여 비판적으로 분석하고 그 결과의 활용방안을 탐색하여 변화와 혁신에 대한 개방적인 태도를 갖는다.","디지털 생활환경과 생활의 변화를 이해하여 혁신과 변화를 분석하고 변화와 혁신의 필요성을 느낄 수 있다.","생활의 변화를 이해하여 혁신과 변화를 분석하고 변화와 혁신의 필요성을 느낄 수 있다.","",""
"[9기가03-01]","기술의 의미와 특성을 이해하고 기술의 발달에 따른 사회의 변화를 파악하며, 미래의 기술과 사회의 변화를 평가하고 예측함으로써 기술에 대한 가치를 인식한다.","기술적 문제해결과 혁신","중학교","","","","기술의 의미와 특성, 기술의 발달에 따른 사회 변화를 사례와 함께 설명하며, 시대별로 기술이 발달한 역사를 탐구하여 미래의 기술과 사회의 변화를 평가하고 예측할 수 있으며, 기술에 대한 중요성을 인식하여 생활 속에서 기술의 가치를 실천한다.","기술의 의미와 특성, 기술의 발달에 따른 사회 변화를 사례와 함께 설명하며, 기술이 발달한 역사를 탐구하여 사회의 변화를 평가하고, 기술에 대한 중요성을 인식하여 생활 속에서 기술의 가치를 실천한다.","기술의 의미와 특성, 기술의 발달에 따른 사회 변화에 대해 설명하며, 기술이 발달한 역사를 탐구하고 사회의 변화를 평가할 수 있으며, 기술에 대한 중요성을 인식하여 기술의 가치를 실천한다.","기술의 의미와 특성, 기술의 발달에 따른 사회 변화에 대해 설명하며, 기술이 발달한 역사를 조사하는 과정에서 기술에 대한 중요성을 인식한다.","기술의 발달에 따른 사회 변화를 설명하며, 기술이 발달한 역사를 조사하는 과정에서 기술에 대한 중요성을 인식한다.","",""
"[9기가03-02]","기술의 표준화, 적정 기술과 같은 기술 활용 사례를 탐구하고, 기술이 사회에 미치는 영향을 바르게 인식하여 기술 혁신과 사회 발전에 참여하는 태도를 갖는다.","기술적 문제해결과 혁신","중학교","","","","기술의 표준화, 적정 기술과 같은 기술 활용 사례를 탐구하고, 기술이 사회에 미치는 영향을 바르게 평가하며, 기술이 우리 생활에 미치는 영향을 고려하여 사회의 혁신적 활동에 참여하고, 실천하는 태도를 갖는다.","기술의 표준화, 적정 기술과 같은 기술 활용 사례를 탐구하고, 기술이 사회에 미치는 영향을 평가하며, 기술이 우리 생활에 미치는 영향을 고려하여 생활 속에서 실천하는 태도를 갖는다.","기술의 표준화, 적정기술과 같은 기술 활용 사례를 조사하고, 기술이 사회에 미치는 영향을 제시하며, 기술이 우리 생활에 미치는 영향을 고려하여 생활 속에서 실천하는 태도를 갖는다.","기술의 표준화, 적정 기술과 같은 기술 활용 사례를 조사하고, 기술이 우리 생활에 미치는 영향을 고려하여 생활 속에서 실천하는 태도를 갖는다.","기술의 표준화, 적정 기술과 같은 기술 활용 사례를 나열하고, 기술이 우리 생활에 미치는 영향에 대한 바른 태도를 갖는다.","",""
