"code","description","domain","grade","keywords","prerequisite","scope","level_A","level_B","level_C","level_D","level_E","competencies","common_misconceptions"
"[9생독04-02]","간단하고 쉬운 대화문이나 텍스트를 상황과 목적에 맞게 작성한다. ※ 내용 체계표의 가치･태도 요소를 포함하여 성취수준 개발","쓰기","중학교","","","","다양한 관점이나 의견을 존중하고 배려하는 자세로 간단하고 쉬운 대화문이나 텍스트를 상황과 목적에 맞게 적절히 작성할 수 있다.","다양한 관점이나 의견을 존중하고 배려하는 자세로 간단하고 쉬운 대화문이나 텍스트를 상황과 목적에 맞게 비교적 적절히 작성할 수 있다.","다양한 관점이나 의견을 존중하고 배려하는 자세를 부분적으로 보이며 간단하고 쉬운 대화문이나 텍스트를 상황과 목적에 맞게 대체적으로 작성할 수 있다.","다양한 관점이나 의견을 존중하고 배려하는 자세를 부분적으로 보이며 간단하고 쉬운 대화문이나 텍스트를 상황과 목적에 맞게 부분적으로 작성할 수 있다.","간단하고 쉬운 대화문이나 텍스트를 제한적으로 작성할 수 있다.","",""
"[9생독04-03]","글쓰기에 흥미를 갖고 쓰기 활동에 적극적으로 참여한다.","쓰기","중학교","","","","글쓰기에 많은 흥미를 갖고 쓰기 활동에 적극적으로 참여할 수 있다.","","글쓰기에 흥미를 갖고 쓰기 활동에 부분적으로 적극성을 보이며 참여할 수 있다.","","글쓰기에 다소 흥미를 갖고 쓰기 활동에 제한적으로 참여할 수 있다.","",""
"[9생독05-01]","독일어권 주요 문화 내용을 이해한다.","문화","중학교","","","","독일어권 주요 문화 내용을 정확하게 이해한다.","독일어권 주요 문화 내용을 비교적 정확하게 이해한다.","독일어권 주요 문화 내용을 대략적으로 이해한다.","독일어권 주요 문화 내용을 부분적으로 이해한다.","독일어권 주요 문화 내용의 일부를 제한적으로 이해한다.","",""
"[9생독05-02]","독일어권 주요 문화 내용을 조사하여 설명한다. ※ 내용 체계표의 가치･태도 요소를 포함하여 성취수준 개발","문화","중학교","","","","문화적 다양성에 대한 이해와 포용적 태도로 독일어권 주요 문화 내용을 상세히 조사하여 정확하게 설명할 수 있다.","문화적 다양성에 대한 이해와 포용적 태도로 독일어권 주요 문화 내용을 비교적 상세히 조사하여 비교적 정확하게 설명할 수 있다.","문화적 다양성에 대한 이해와 포용적 태도를 부분적으로 보이며 독일어권 주요 문화 내용을 대략적으로 조사하여 대략적으로 설명할 수 있다.","문화적 다양성에 대한 이해와 포용적 태도를 부분적으로 보이며 독일어권 주요 문화 내용을 일부 조사하여 부분적으로 설명할 수 있다.","독일어권 주요 문화 내용을 일부 조사하여 제한적으로 설명할 수 있다.","",""
"[9생독05-03]","독일어권 주요 문화 내용을 이해하여 독일어 의사소통 상황에 활용한다.","문화","중학교","","","","독일어권 주요 문화 내용을 정확하게 이해하여 독일어 의사소통 상황에 적절히 활용할 수 있다.","독일어권 주요 문화 내용을 비교적 정확하게 이해하여 독일어 의사소통 상황에 비교적 적절히 활용할 수 있다.","독일어권 주요 문화 내용을 대략적으로 이해하여 독일어 의사소통 상황에 대체적으로 활용할 수 있다.","독일어권 주요 문화 내용의 일부를 이해하여 간단한 독일어 의사소통 상황에 부분적으로 활용할 수 있다.","독일어권 주요 문화 내용의 일부를 이해하여 간단한 독일어 의사소통 상황에 제한적으로 활용할 수 있다.","",""
"[9생프01-01]","발음 규칙에 유의하여 철자, 낱말을 식별한다.","듣기","중학교","","","","다양한 발음 규칙에 유의하여 간단하고 쉬운 문장을 듣고 낱말을 정확하게 식별할 수 있다.","다양한 발음 규칙에 유의하여 간단하고 쉬운 문장을 듣고 낱말을 비교적 정확하게 식별할 수 있다.","발음 규칙에 유의하여 간단하고 쉬운 구나 일부 문장을 듣고 낱말을 대체적으로 식별할 수 있다.","일부 발음 규칙에 유의하여 낱말이나 간단하고 쉬운 일부 구를 듣고 일부 낱말을 부분적으로 식별할 수 있다.","일부 낱말을 듣고 철자를 제한적으로 식별할 수 있다.","",""
"[9생프01-02]","간단하고 쉬운 의사소통 표현을 듣고 의미를 파악하거나 상황에 맞게 반응한다.","듣기","중학교","","","","간단하고 쉬운 의사소통 표현을 듣고 의미를 정확하게 파악하거나 상황에 맞게 적절히 반응할 수 있다.","간단하고 쉬운 의사소통 표현을 듣고 의미를 비교적 정확하게 파악하거나 상황에 맞게 비교적 적절히 반응할 수 있다.","간단하고 쉬운 의사소통 표현을 듣고 의미를 대략적으로 파악하거나 상황에 맞게 대체적으로 반응할 수 있다.","간단하고 쉬운 의사소통 표현을 듣고 의미를 부분적으로 파악하거나 상황에 맞게 부분적으로 반응할 수 있다.","간단하고 쉬운 의사소통 표현을 듣고 의미를 제한적으로 파악한다.","",""
"[9생프01-03]","듣기 자료나 상대방의 말을 경청하고 호응한다.","듣기","중학교","","","","듣기 자료나 상대방의 말을 경청하고 호응할 수 있다.","","듣기 자료나 상대방의 말을 부분적으로 경청하고 호응할 수 있다.","","듣기 자료나 상대방의 말을 듣고 제한적으로 호응할 수 있다.","",""
"[9생프02-01]","낱말이나 간단하고 쉬운 구･문장을 발음 규칙에 유의하며 따라 말한다.","말하기","중학교","","","","간단하고 쉬운 문장을 다양한 발음 규칙에 유의하며 정확하게 따라 말할 수 있다.","간단하고 쉬운 문장을 다양한 발음 규칙에 유의하며 비교적 정확하게 따라 말할 수 있다.","간단하고 쉬운 구와 일부 문장을 발음 규칙에 유의하며 대체적으로 따라 말할 수 있다.","낱말이나 간단하고 쉬운 일부 구를 발음 규칙에 유의하며 부분적으로 따라 말할 수 있다.","일부 낱말을 제한적으로 따라 말할 수 있다.","",""
"[9생프02-02]","간단하고 쉬운 의사소통 기본 표현을 사용하여 상황에 맞게 대화한다.","말하기","중학교","","","","간단하고 쉬운 의사소통 기본 표현을 사용하여 상황에 맞게 적절히 대화할 수 있다.","간단하고 쉬운 의사소통 기본 표현을 사용하여 상황에 맞게 비교적 적절히 대화할 수 있다.","간단하고 쉬운 의사소통 기본 표현을 사용하여 상황에 맞게 대체적으로 대화할 수 있다.","간단하고 쉬운 의사소통 기본 표현을 사용하여 상황에 맞게 부분적으로 대화할 수 있다.","간단하고 쉬운 의사소통 기본 표현을 사용하여 제한적으로 대화할 수 있다.","",""
"[9생프02-03]","상대방을 존중하며 적극적으로 대화에 참여한다.","말하기","중학교","","","","상대방을 존중하며 적극적으로 대화에 참여할 수 있다.","","상대방을 존중하며 부분적으로 적극성을 보이며 대화에 참여할 수 있다.","","상대방을 존중하는 태도를 가지려 노력하며 제한적으로 대화에 참여할 수 있다.","",""
"[9생프03-01]","발음 규칙을 이해하고 낱말이나 간단하고 쉬운 구･문장을 소리 내어 읽는다.","읽기","중학교","","","","다양한 발음 규칙을 이해하고 간단하고 쉬운 문장을 정확하게 소리 내어 읽을 수 있다.","다양한 발음 규칙을 이해하고 간단하고 쉬운 문장을 비교적 정확하게 소리 내어 읽을 수 있다.","발음 규칙을 이해하고 간단하고 쉬운 구와 일부 문장을 대체적으로 소리 내어 읽을 수 있다.","일부 발음 규칙을 이해하고 낱말이나 간단한 쉬운 일부 구를 부분적으로 소리 내어 읽을 수 있다.","일부 낱말을 제한적으로 소리 내어 읽을 수 있다.","",""
"[9생프03-02]","간단하고 쉬운 시각 자료나 서식을 읽고 정보를 파악한다. ※ 내용 체계표의 가치･태도 요소를 포함하여 성취수준 개발","읽기","중학교","","","","다양한 관점과 의견에 대해 공감과 수용하는 자세로 간단하고 쉬운 시각 자료나 서식을 읽고 전체적인 정보를 정확하게 파악한다.","다양한 관점과 의견에 대해 공감과 수용하는 자세로 간단하고 쉬운 시각 자료나 서식을 읽고 전체적인 정보를 비교적 정확하게 파악한다.","다양한 관점과 의견에 대해 부분적으로 공감과 수용하는 자세를 보이며 간단하고 쉬운 시각 자료나 서식을 읽고 정보를 대략적으로 파악한다.","다양한 관점과 의견에 대해 부분적으로 공감과 수용하는 자세를 보이며 간단하고 쉬운 시각 자료나 서식을 읽고 간단한 정보를 부분적으로 파악한다.","간단하고 쉬운 시각 자료를 읽고 일부 단편적인 정보를 제한적으로 파악한다.","",""
"[9생프03-03]","간단하고 쉬운 대화문이나 자료를 읽고 내용을 이해하거나 상황에 맞게 반응한다.","읽기","중학교","","","","간단하고 쉬운 대화문이나 자료를 읽고 내용을 정확하게 이해하거나 상황에 맞게 적절히 반응할 수 있다.","간단하고 쉬운 대화문이나 자료를 읽고 내용을 비교적 정확하게 이해하거나 상황에 맞게 비교적 적절히 반응할 수 있다.","간단하고 쉬운 대화문이나 자료를 읽고 내용을 대략적으로 이해하거나 상황에 맞게 대체적으로 반응할 수 있다.","간단하고 쉬운 대화문이나 자료를 읽고 내용을 부분적으로 이해하거나 상황에 맞게 부분적으로 반응할 수 있다.","간단하고 쉬운 대화문을 읽고 일부 내용을 제한적으로 이해한다.","",""
"[9생프04-01]","낱말이나 간단하고 쉬운 구･문장을 어법에 맞게 쓴다.","쓰기","중학교","","","","간단하고 쉬운 문장을 정확히 어법에 맞게 쓸 수 있다.","간단하고 쉬운 문장을 비교적 정확히 어법에 맞게 쓸 수 있다.","간단하고 쉬운 구나 일부 문장을 대체적으로 어법에 맞게 쓸 수 있다.","낱말이나 간단하고 쉬운 일부 구를 부분적으로 어법에 맞게 쓸 수 있다.","일부 낱말을 제한적으로 쓸 수 있다.","",""
"[9생프04-02]","간단하고 쉬운 글을 목적에 맞게 작성한다.","쓰기","중학교","","","","간단하고 쉬운 글을 목적에 맞게 적절히 작성할 수 있다.","간단하고 쉬운 글을 목적에 맞게 비교적 적절히 작성할 수 있다.","간단하고 쉬운 글을 목적에 맞게 대체적으로 작성할 수 있다.","간단하고 쉬운 글을 목적에 맞게 부분적으로 작성할 수 있다.","간단하고 쉬운 일부 문장을 제한적으로 작성할 수 있다.","",""
"[9생프04-03]","글쓰기에 흥미를 갖고 쓰기 활동에 적극적으로 참여한다.","쓰기","중학교","","","","글쓰기에 많은 흥미를 갖고 쓰기 활동에 적극적으로 참여할 수 있다.","","글쓰기에 흥미를 갖고 쓰기 활동에 부분적으로 적극성을 보이며 참여할 수 있다.","","글쓰기에 다소 흥미를 갖고 쓰기 활동에 제한적으로 참여할 수 있다.","",""
"[9생프05-01]","프랑스어권의 주요 문화 내용을 파악하여 의사소통 상황에 활용한다.","문화","중학교","","","","프랑스어권의 주요 문화 내용을 정확하게 파악하여 의사소통 상황에 적절히 활용할 수 있다.","프랑스어권의 주요 문화 내용을 비교적 정확하게 파악하여 의사소통 상황에 비교적 적절히 활용할 수 있다.","프랑스어권의 주요 문화 내용을 대략적으로 파악하여 의사소통 상황에 대체적으로 활용할 수 있다.","프랑스어권의 주요 문화 내용의 일부를 파악하여 의사소통 상황에 부분적으로 활용할 수 있다.","프랑스어권의 주요 문화 내용의 일부를 파악하여 의사소통 상황에 제한적으로 활용할 수 있다.","",""
"[9생프05-02]","프랑스어권의 주요 문화 내용을 조사･정리한다.","문화","중학교","","","","프랑스어권의 주요 문화 내용을 상세하게 조사하고 체계적으로 정리할 수 있다.","프랑스어권의 주요 문화 내용을 비교적 상세하게 조사하고 정리할 수 있다.","프랑스어권의 주요 문화 내용을 대체적으로 조사하고 정리할 수 있다.","프랑스어권의 주요 문화 내용을 부분적으로 조사하고 단편적으로 정리할 수 있다.","프랑스어권의 주요 문화 내용의 일부를 제한적으로 조사할 수 있다.","",""
"[9생프05-03]","프랑스어권 문화를 상호문화적 관점에서 이해한다. ※ 영역 내용 체계표의 가치･태도 요소를 포함하여 성취수준 개발","문화","중학교","","","","문화적 다양성에 대해 이해와 포용적 태도로 프랑스어권 문화를 상호문화적 관점에서 정확하게 이해한다.","문화적 다양성에 대해 이해와 포용적 태도로 프랑스어권 문화를 상호문화적 관점에서 비교적 정확하게 이해한다.","문화적 다양성에 대해 이해와 포용적 태도를 부분적으로 보이며 프랑스어권 문화를 상호문화적 관점에서 대략적으로 이해한다.","문화적 다양성에 대해 이해와 포용적 태도를 부분적으로 보이며 프랑스어권 문화를 상호문화적 관점에서 부분적으로 이해한다.","프랑스어권의 문화 내용의 일부를 제한적으로 이해한다.","",""
"[9생프05-04]","프랑스어권 문화에 관심을 갖고 탐구 활동에 적극적으로 참여한다.","문화","중학교","","","","프랑스어권 문화에 많은 관심을 갖고 탐구 활동에 적극적으로 참여할 수 있다.","","프랑스어권 문화에 관심을 갖고 탐구 활동에 부분적으로 적극성을 보이며 참여할 수 있다.","","프랑스어권 문화에 다소 관심을 가지려고 노력하며 탐구 활동에 제한적으로 참여할 수 있다.","",""
"[9생스01-01]","발음 규칙에 유의하여 낱말을 식별한다.","듣기","중학교","","","","다양한 발음 규칙에 유의하여 간단하고 쉬운 문장을 듣고 낱말을 정확하게 식별할 수 있다.","다양한 발음 규칙에 유의하여 간단하고 쉬운 문장을 듣고 낱말을 비교적 정확하게 식별할 수 있다.","발음 규칙에 유의하여 간단하고 쉬운 구나 일부 문장을 듣고 낱말을 대체적으로 식별할 수 있다.","일부 발음 규칙에 유의하여 낱말이나 간단하고 쉬운 일부 구를 듣고 낱말을 부분적으로 식별할 수 있다.","일부 낱말을 듣고 제한적으로 식별할 수 있다.","",""
"[9생스01-02]","낱말이나 간단하고 쉬운 구·문장을 듣고 의미를 이해한다.","듣기","중학교","","","","간단하고 쉬운 문장을 듣고 의미를 정확하게 이해한다.","간단하고 쉬운 문장을 듣고 의미를 비교적 정확하게 이해한다.","간단하고 쉬운 구나 일부 문장을 듣고 의미를 대략적으로 이해한다.","낱말이나 간단하고 쉬운 일부 구를 듣고 의미를 부분적으로 이해한다.","일부 낱말을 듣고 의미를 제한적으로 이해한다.","",""
"[9생스01-03]","간단하고 쉬운 의사소통 표현을 듣고 상황에 맞게 반응한다. ※ 내용 체계표의 가치･태도 요소를 포함하여 성취수준 개발","듣기","중학교","","","","상대방의 말을 경청하면서 듣기 활동에 적극적으로 참여하며, 간단하고 쉬운 의사소통 표현을 듣고 상황에 맞게 적절히 반응할 수 있다.","상대방의 말을 경청하면서 듣기 활동에 적극적으로 참여하며, 간단하고 쉬운 의사소통 표현을 듣고 상황에 맞게 비교적 적절히 반응할 수 있다.","상대방의 말을 부분적으로 경청하면서 듣기 활동에 부분적으로 적극성을 보이며, 간단하고 쉬운 의사소통 표현을 듣고 상황에 맞게 대체적으로 반응할 수 있다.","상대방의 말을 부분적으로 경청하면서, 간단하고 쉬운 의사소통 표현을 듣고 상황에 맞게 부분적으로 반응할 수 있다.","간단하고 쉬운 일부 의사소통 표현을 듣고 제한적으로 반응할 수 있다.","",""
"[9생스01-04]","간단하고 쉬운 말이나 대화를 듣고 내용을 이해한다. ※ 내용 체계표의 가치･태도 요소를 포함하여 성취수준 개발","듣기","중학교","","","","듣기 활동에 많은 흥미를 갖고 간단하고 쉬운 말이나 대화를 듣고 내용을 정확하게 이해한다.","듣기 활동에 많은 흥미를 갖고 간단하고 쉬운 말이나 대화를 듣고 내용을 비교적 정확하게 이해한다.","듣기 활동에 흥미를 갖고 간단하고 쉬운 말이나 대화를 듣고 내용을 대략적으로 이해한다.","듣기 활동에 흥미를 갖고 간단하고 쉬운 말이나 대화를 듣고 내용을 부분적으로 이해한다.","듣기 활동에 다소 흥미를 갖고 간단하고 쉬운 일부 말이나 대화를 듣고 내용을 제한적으로 이해한다.","",""
"[9생스02-01]","낱말이나 간단하고 쉬운 구, 문장을 발음·강세· 억양에 유의하여 말한다.","말하기","중학교","","","","간단하고 쉬운 문장을 발음·강세·억양에 유의하여 정확하게 말할 수 있다.","간단하고 쉬운 문장을 발음·강세·억양에 유의하여 비교적 정확하게 말할 수 있다.","간단하고 쉬운 구와 일부 문장을 발음·강세·억양에 유의하여 대체적으로 말할 수 있다.","낱말이나 간단하고 쉬운 일부 구를 발음·강세·억양에 유의하여 부분적으로 말할 수 있다.","일부 낱말을 제한적으로 말할 수 있다.","",""
"[9생스02-02]","간단하고 쉬운 의사소통 표현을 상황에 맞게 말한다. ※ 내용 체계표의 가치･태도 요소를 포함하여 성취수준 개발","말하기","중학교","","","","협력적으로 소통하려는 태도로 간단하고 쉬운 의사소통 표현을 상황에 맞게 적절히 말할 수 있다.","협력적으로 소통하려는 태도로 간단하고 쉬운 의사소통 표현을 상황에 맞게 비교적 적절히 말할 수 있다.","협력적으로 소통하려는 태도를 부분적으로 보이며 간단하고 쉬운 의사소통 표현을 상황에 맞게 대체적으로 말할 수 있다.","협력적으로 소통하려는 태도를 부분적으로 보이며 간단하고 쉬운 의사소통 표현을 상황에 맞게 부분적으로 말할 수 있다.","간단하고 쉬운 일부 의사소통 표현을 제한적으로 말할 수 있다.","",""
"[9생스02-03]","일상생활에서 접하는 친숙한 대상이나 상황에 대해 간단히 묘사하거나 설명한다.","말하기","중학교","","","","일상생활에서 접하는 친숙한 대상이나 상황에 대해 간단한 묘사나 설명을 정확하게 할 수 있다.","일상생활에서 접하는 친숙한 대상이나 상황에 대해 간단한 묘사나 설명을 비교적 정확하게 할 수 있다.","일상생활에서 접하는 친숙한 대상이나 상황에 대해 간단한 묘사나 설명을 대략적으로 할 수 있다.","일상생활에서 접하는 친숙한 대상이나 상황에 대해 간단한 묘사나 설명을 부분적으로 할 수 있다.","일상생활에서 접하는 친숙한 일부 대상이나 상황에 대해 간단한 묘사나 설명을 제한적으로 할 수 있다.","",""
"[9생스02-04]","상대방을 존중하며 말하기 활동에 적극적으로 참여한다.","말하기","중학교","","","","상대방을 존중하며 말하기 활동에 적극적으로 참여할 수 있다.","","상대방을 존중하는 자세와 적극적인 태도를 부분적으로 보이며 말하기 활동에 참여할 수 있다.","","상대방을 존중하는 태도를 가지려 노력하며 말하기 활동에 제한적으로 참여할 수 있다.","",""
"[9생스03-01]","낱말이나 간단하고 쉬운 구, 문장을 발음·강세· 억양에 유의하여 소리 내어 읽는다.","읽기","중학교","","","","간단하고 쉬운 문장을 발음·강세·억양에 유의하여 정확하게 소리 내어 읽을 수 있다.","간단하고 쉬운 문장을 발음·강세·억양에 유의하여 비교적 정확하게 소리 내어 읽을 수 있다.","간단하고 쉬운 구나 일부 문장을 발음·강세·억양에 유의하여 대체적으로 소리 내어 읽을 수 있다.","낱말이나 간단하고 쉬운 일부 구를 발음·강세·억양에 유의하여 부분적으로 소리 내어 읽을 수 있다.","일부 낱말을 제한적으로 소리 내어 읽을 수 있다.","",""
"[9생스03-02]","낱말이나 간단하고 쉬운 구, 문장을 읽고 의미를 이해한다.","읽기","중학교","","","","간단하고 쉬운 문장을 읽고 의미를 정확하게 이해한다.","간단하고 쉬운 문장을 읽고 의미를 비교적 정확하게 이해한다.","간단하고 쉬운 구와 일부 문장을 읽고 의미를 대략적으로 이해한다.","낱말이나 간단하고 쉬운 일부 구를 읽고 의미를 부분적으로 이해한다.","일부 낱말을 읽고 의미를 제한적으로 이해한다.","",""
"[9생스03-03]","간단하고 쉬운 글이나 자료, 대화문을 읽고 내용을 이해한다. ※ 내용 체계표의 가치･태도 요소를 포함하여 성취수준 개발","읽기","중학교","","","","읽기 활동에 많은 흥미를 갖고 간단하고 쉬운 글이나 자료, 대화문을 읽고 세부 내용과 핵심 내용을 정확하게 이해한다.","읽기 활동에 많은 흥미를 갖고 간단하고 쉬운 글이나 자료, 대화문을 읽고 세부 내용과 핵심 내용을 비교적 정확하게 이해한다.","읽기 활동에 흥미를 갖고 간단하고 쉬운 글이나 자료, 대화문을 읽고 내용을 대략적으로 이해한다.","읽기 활동에 흥미를 갖고 간단하고 쉬운 글이나 자료, 대화문을 읽고 내용을 부분적으로 이해한다.","읽기 활동에 다소 흥미를 갖고 간단하고 쉬운 일부 글이나 자료, 대화문을 읽고 내용을 제한적으로 이해한다.","",""
"[9생스04-01]","낱말이나 간단하고 쉬운 구, 문장을 받아쓴다.","쓰기","중학교","","","","간단하고 쉬운 문장을 듣고 정확하게 받아쓸 수 있다.","간단하고 쉬운 문장을 듣고 비교적 정확하게 받아쓸 수 있다.","간단하고 쉬운 구나 일부 문장을 듣고 대체적으로 받아쓸 수 있다.","낱말이나 간단하고 쉬운 일부 구를 듣고 부분적으로 받아쓸 수 있다.","일부 낱말을 듣고 제한적으로 받아쓸 수 있다.","",""
"[9생스04-02]","낱말이나 간단하고 쉬운 구, 문장을 어법에 맞게 쓴다.","쓰기","중학교","","","","간단하고 쉬운 문장을 어법에 맞게 정확히 쓸 수 있다.","간단하고 쉬운 문장을 어법에 맞게 비교적 정확히 쓸 수 있다.","간단하고 쉬운 구나 일부 문장을 어법에 맞게 대체적으로 쓸 수 있다.","낱말이나 간단하고 쉬운 일부 구를 어법에 맞게 부분적으로 쓸 수 있다.","일부 낱말을 제한적으로 쓸 수 있다.","",""
